Review,Liked,CleanData,Summary,Arabic,Sentiment,root,price,service,food
And the red curry had so much bamboo shoots and wasn't very tasty to me.,0,"['And', 'red', 'curry', 'much', 'bamboo', 'shoots', 'wasnt', 'tasty']",And red curry much bamboo shoots wasnt tasty,,positive,and red curri much bamboo shoot wasnt tasti,,,tasti 
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1,"['Nice', 'blanket', 'moz', 'top', 'feel', 'like', 'done', 'cover', 'subpar', 'food']",Nice blanket moz top feel like done cover subpar food,,positive,nice blanket moz top feel like done cover subpar food,subpar ,,
The bathrooms are clean and the place itself is well decorated.,1,"['The', 'bathrooms', 'clean', 'place', 'well', 'decorated']",The bathrooms clean place well decorated,,positive,the bathroom clean place well decor,,clean ,
"The menu is always changing, food quality is going down & service is extremely slow.",0,"['The', 'menu', 'always', 'changing', 'food', 'quality', 'going', 'service', 'extremely', 'slow']",The menu always changing food quality going service extremely slow,,negative,the menu alway chang food qualiti go servic extrem slow,,slow ,
"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0,"['The', 'service', 'little', 'slow', 'considering', 'served', '3', 'people', 'servers', 'food', 'coming', 'slow', 'pace']",The service little slow considering served  people servers food coming slow pace,,negative,the servic littl slow consid serv 3 peopl server food come slow pace,,slow slow ,
I give it 2 thumbs down,0,"['I', 'give', '2', 'thumbs']",give  thumbs,,negative,i give 2 thumb,,,
We watched our waiter pay a lot more attention to other tables and ignore us.,0,"['We', 'watched', 'waiter', 'pay', 'lot', 'attention', 'tables', 'ignore', 'us']",We watched waiter pay lot attention tables ignore us,,positive,we watch waiter pay lot attent tabl ignor us,,attent ,
My fiancé and I came in the middle of the day and we were greeted and seated right away.,1,"['My', 'fiancé', 'I', 'came', 'middle', 'day', 'greeted', 'seated', 'right', 'away']",My fiancé  came middle day greeted seated right away,,positive,my fiancé i came middl day greet seat right away,,,
This is a great restaurant at the Mandalay Bay.,1,"['This', 'great', 'restaurant', 'Mandalay', 'Bay']",This great restaurant Mandalay Bay,,positive,thi great restaur mandalay bay,,great ,
We waited for forty five minutes in vain.,0,"['We', 'waited', 'forty', 'five', 'minutes', 'vain']",We waited forty five minutes vain,,neutral,we wait forti five minut vain,,wait ,
Crostini that came with the salad was stale.,0,"['Crostini', 'came', 'salad', 'stale']",Crostini came salad stale,,negative,crostini came salad stale,,,stale 
Some highlights : Great quality nigiri here!,1,"['Some', 'highlights', 'Great', 'quality', 'nigiri']",Some highlights Great quality nigiri,,positive,some highlight great qualiti nigiri,,great ,
the staff is friendly and the joint is always clean.,1,"['staff', 'friendly', 'joint', 'always', 'clean']",staff friendly joint always clean,,positive,staff friendli joint alway clean,,clean ,
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1,"['different', 'cut', 'piece', 'day', 'still', 'wonderful', 'tender', 'well', 'well', 'flavored']",different cut piece day still wonderful tender well well flavored,,positive,differ cut piec day still wonder tender well well flavor,,,tender flavor 
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1,"['I', 'ordered', 'Voodoo', 'pasta', 'first', 'time', 'Id', 'really', 'excellent', 'pasta', 'since', 'going', 'gluten', 'free', 'several', 'years', 'ago']",ordered Voodoo pasta first time Id really excellent pasta since going gluten free several years ago,,positive,i order voodoo pasta first time id realli excel pasta sinc go gluten free sever year ago,,time ,
this place is good.,1,"['place', 'good']",place good,,positive,place good,,,
"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0,"['Unfortunately', 'must', 'hit', 'bakery', 'leftover', 'day', 'everything', 'ordered', 'STALE']",Unfortunately must hit bakery leftover day everything ordered,,negative,unfortun must hit bakeri leftov day everyth order stale,,,stale 
I came back today since they relocated and still not impressed.,0,"['I', 'came', 'back', 'today', 'since', 'relocated', 'still', 'not', 'impressed']",came back today since relocated still not impressed,,negative,i came back today sinc reloc still not impress,,impress ,
I was seated immediately.,1,"['I', 'seated', 'immediately']",seated immediately,,neutral,i seat immedi,,,
"Their menu is diverse, and reasonably priced.",1,"['Their', 'menu', 'diverse', 'reasonably', 'priced']",Their menu diverse reasonably priced,,positive,their menu divers reason price,,,
Avoid at all cost!,0,"['Avoid', 'cost']",Avoid cost,,neutral,avoid cost,,,
Restaurant is always full but never a wait.,1,"['Restaurant', 'always', 'full', 'never', 'wait']",Restaurant always full never wait,,positive,restaur alway full never wait,,wait ,
DELICIOUS!!,1,['DELICIOUS'],,,positive,delici,,,delici 
This place is hands-down one of the best places to eat in the Phoenix metro area.,1,"['This', 'place', 'handsdown', 'one', 'best', 'places', 'eat', 'Phoenix', 'metro', 'area']",This place handsdown one best places eat Phoenix metro area,,positive,thi place handsdown one best place eat phoenix metro area,,,
So don't go there if you are looking for good food...,0,"['So', 'dont', 'go', 'looking', 'good', 'food']",So dont go looking good food,,positive,so dont go look good food,,,
I've never been treated so bad.,0,"['Ive', 'never', 'treated', 'bad']",Ive never treated bad,,negative,ive never treat bad,,,bad 
Bacon is hella salty.,1,"['Bacon', 'hella', 'salty']",Bacon hella salty,,neutral,bacon hella salti,,,
"We also ordered the spinach and avocado salad, the ingredients were sad and the dressing literally had zero taste.",0,"['We', 'also', 'ordered', 'spinach', 'avocado', 'salad', 'ingredients', 'sad', 'dressing', 'literally', 'zero', 'taste']",We also ordered spinach avocado salad ingredients sad dressing literally zero taste,,negative,we also order spinach avocado salad ingredi sad dress liter zero tast,,,ingredi 
"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1,"['This', 'really', 'Vegas', 'fine', 'dining', 'used', 'right', 'menus', 'handed', 'ladies', 'no', 'prices', 'listed']",This really Vegas fine dining used right menus handed ladies no prices listed,,positive,thi realli vega fine dine use right menu hand ladi no price list,,,
The waitresses are very friendly.,1,"['The', 'waitresses', 'friendly']",The waitresses friendly,,positive,the waitress friendli,,,
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1,"['Lordy', 'Khao', 'Soi', 'dish', 'not', 'missed', 'curry', 'lovers']",Lordy Khao Soi dish not missed curry lovers,,neutral,lordi khao soi dish not miss curri lover,,,
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1,"['Everything', 'menu', 'terrific', 'also', 'thrilled', 'made', 'amazing', 'accommodations', 'vegetarian', 'daughter']",Everything menu terrific also thrilled made amazing accommodations vegetarian daughter,,positive,everyth menu terrif also thrill made amaz accommod vegetarian daughter,,accommod ,amaz 
"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0,"['Perhaps', 'I', 'caught', 'night', 'judging', 'reviews', 'Im', 'not', 'inspired', 'go', 'back']",Perhaps  caught night judging reviews Im not inspired go back,,negative,perhap i caught night judg review im not inspir go back,,,
The service here leaves a lot to be desired.,0,"['The', 'service', 'leaves', 'lot', 'desired']",The service leaves lot desired,,neutral,the servic leav lot desir,,,
"The atmosphere is modern and hip, while maintaining a touch of coziness.",1,"['The', 'atmosphere', 'modern', 'hip', 'maintaining', 'touch', 'coziness']",The atmosphere modern hip maintaining touch coziness,,positive,the atmospher modern hip maintain touch cozi,,,
"Not a weekly haunt, but definitely a place to come back to every once in a while.",1,"['Not', 'weekly', 'haunt', 'definitely', 'place', 'come', 'back', 'every']",Not weekly haunt definitely place come back every,,neutral,not weekli haunt definit place come back everi,,,
We literally sat there for 20 minutes with no one asking to take our order.,0,"['We', 'literally', 'sat', '20', 'minutes', 'no', 'one', 'asking', 'take', 'order']",We literally sat  minutes no one asking take order,,neutral,we liter sat 20 minut no one ask take order,,,
"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0,"['The', 'burger', 'absolutely', 'no', 'flavor', 'meat', 'totally', 'bland', 'burger', 'overcooked', 'no', 'charcoal', 'flavor']",The burger absolutely no flavor meat totally bland burger overcooked no charcoal flavor,,negative,the burger absolut no flavor meat total bland burger overcook no charcoal flavor,,,flavor bland overcook flavor 
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,"['I', 'also', 'decided', 'not', 'send', 'back', 'waitress', 'looked', 'like', 'verge', 'heart', 'attack']",also decided not send back waitress looked like verge heart attack,,neutral,i also decid not send back waitress look like verg heart attack,,,
I dressed up to be treated so rudely!,0,"['I', 'dressed', 'treated', 'rudely']",dressed treated rudely,,negative,i dress treat rude,,rude ,
It was probably dirt.,0,"['It', 'probably', 'dirt']",It probably dirt,,neutral,it probabl dirt,,,
"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",1,"['Love', 'place', 'hits', 'spot', 'I', 'want', 'something', 'healthy', 'not', 'lacking', 'quantity', 'flavor']",Love place hits spot  want something healthy not lacking quantity flavor,,positive,love place hit spot i want someth healthi not lack quantiti flavor,,,healthi flavor 
I ordered the Lemon raspberry ice cocktail which was also incredible.,1,"['I', 'ordered', 'Lemon', 'raspberry', 'ice', 'cocktail', 'also', 'incredible']",ordered Lemon raspberry ice cocktail also incredible,,positive,i order lemon raspberri ice cocktail also incred,,,
"The food sucked, which we expected but it sucked more than we could have imagined.",0,"['The', 'food', 'sucked', 'expected', 'sucked', 'could', 'imagined']",The food sucked expected sucked could imagined,,positive,the food suck expect suck could imagin,,suck suck ,
Interesting decor.,1,"['Interesting', 'decor']",Interesting decor,,positive,interest decor,,,
What I really like there is the crepe station.,1,"['What', 'I', 'really', 'like', 'crepe', 'station']",What  really like crepe station,,positive,what i realli like crepe station,,,
"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1,"['Also', 'served', 'hot', 'bread', 'butter', 'home', 'made', 'potato', 'chips', 'bacon', 'bits', 'topvery', 'original', 'good']",Also served hot bread butter home made potato chips bacon bits topvery original good,,positive,also serv hot bread butter home made potato chip bacon bit topveri origin good,,,
you can watch them preparing the delicious food!),1,"['watch', 'preparing', 'delicious', 'food']",watch preparing delicious food,,positive,watch prepar delici food,,,delici 
Both of the egg rolls were fantastic.,1,"['Both', 'egg', 'rolls', 'fantastic']",Both egg rolls fantastic,,positive,both egg roll fantast,,,
"When my order arrived, one of the gyros was missing.",0,"['When', 'order', 'arrived', 'one', 'gyros', 'missing']",When order arrived one gyros missing,,negative,when order arriv one gyro miss,,,
"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,"['I', 'salad', 'wings', 'ice', 'cream', 'dessert', 'left', 'feeling', 'quite', 'satisfied']",salad wings ice cream dessert left feeling quite satisfied,,positive,i salad wing ice cream dessert left feel quit satisfi,satisfi ,,
